Proteins,Degree,Closeness,Betweenness,Eigenvector,Harmonic,Hub_Score,Authority_Score,Page_Rank,Power_Centrality
ENSP00000216274,182.000,0.253,18794.213,0.264,0.267,0.264,0.264,0.000,0.000
ENSP00000216277,520.000,0.284,116487.271,0.886,0.306,0.886,0.886,0.000,0.000
ENSP00000216286,22.000,0.249,47601.639,0.005,0.256,0.005,0.005,0.000,0.000
ENSP00000216294,528.000,0.280,104218.037,0.895,0.300,0.895,0.895,0.000,0.000
ENSP00000216297,332.000,0.274,27970.700,0.716,0.291,0.716,0.716,0.000,0.000
ENSP00000216330,158.000,0.252,3591.218,0.239,0.265,0.239,0.239,0.000,0.000
ENSP00000216336,352.000,0.262,65954.927,0.487,0.279,0.487,0.487,0.000,0.000
ENSP00000216338,176.000,0.260,42461.051,0.253,0.274,0.253,0.253,0.000,0.000
ENSP00000216341,522.000,0.282,108118.816,0.890,0.304,0.890,0.890,0.000,0.000
ENSP00000216361,414.000,0.280,48566.777,0.798,0.300,0.798,0.798,0.000,0.000
ENSP00000216366,518.000,0.287,1392313.693,0.652,0.309,0.652,0.652,0.000,0.000
ENSP00000216367,184.000,0.259,14417.256,0.281,0.273,0.281,0.281,0.000,0.000
ENSP00000216373,256.000,0.292,1908783.903,0.010,0.308,0.010,0.010,0.001,0.001
ENSP00000216392,172.000,0.254,59719.663,0.241,0.268,0.241,0.241,0.000,0.000
ENSP00000216410,268.000,0.271,8137.107,0.628,0.286,0.628,0.628,0.000,0.000
ENSP00000216416,286.000,0.256,70116.543,0.439,0.272,0.439,0.439,0.000,0.000
ENSP00000216420,356.000,0.260,86286.985,0.484,0.277,0.484,0.484,0.000,0.000
ENSP00000216442,404.000,0.276,61031.548,0.794,0.295,0.794,0.794,0.000,0.000
ENSP00000216446,444.000,0.279,83296.803,0.836,0.299,0.836,0.836,0.000,0.000
ENSP00000216452,352.000,0.264,94633.290,0.483,0.281,0.483,0.483,0.000,0.000
ENSP00000216455,516.000,0.281,199403.145,0.894,0.303,0.894,0.894,0.000,0.000
ENSP00000216479,398.000,0.276,42712.591,0.790,0.295,0.790,0.790,0.000,0.000
ENSP00000216484,522.000,0.282,104722.577,0.890,0.304,0.890,0.890,0.000,0.000
ENSP00000216487,124.000,0.247,9255.638,0.286,0.258,0.286,0.286,0.000,0.000
ENSP00000216489,386.000,0.264,135420.346,0.495,0.282,0.495,0.495,0.000,0.000
ENSP00000216492,250.000,0.266,5494.182,0.589,0.281,0.589,0.589,0.000,0.000
ENSP00000216513,484.000,0.286,185094.131,0.872,0.307,0.872,0.872,0.000,0.000
ENSP00000216540,464.000,0.279,124404.749,0.848,0.298,0.848,0.848,0.000,0.000
ENSP00000216554,96.000,0.258,126.985,0.232,0.269,0.232,0.232,0.000,0.000
ENSP00000216629,378.000,0.279,45107.170,0.770,0.297,0.770,0.770,0.000,0.000
ENSP00000216639,272.000,0.273,7729.382,0.629,0.289,0.629,0.629,0.000,0.000
ENSP00000216714,404.000,0.279,67543.237,0.791,0.298,0.791,0.791,0.000,0.000
ENSP00000216727,348.000,0.263,85841.198,0.480,0.280,0.480,0.480,0.000,0.000
ENSP00000216756,548.000,0.290,603225.607,0.891,0.312,0.891,0.891,0.000,0.000
ENSP00000216780,394.000,0.284,145089.421,0.778,0.303,0.778,0.778,0.000,0.000
ENSP00000216797,168.000,0.253,13674.776,0.240,0.267,0.240,0.240,0.000,0.000
ENSP00000216802,158.000,0.252,4189.219,0.239,0.265,0.239,0.239,0.000,0.000
ENSP00000216807,152.000,0.268,191798.642,0.291,0.281,0.291,0.291,0.000,0.000
ENSP00000216832,270.000,0.261,126660.283,0.536,0.277,0.536,0.536,0.000,0.000
ENSP00000216862,334.000,0.275,58948.987,0.713,0.292,0.713,0.713,0.000,0.000
ENSP00000216911,292.000,0.259,341297.720,0.431,0.274,0.431,0.431,0.000,0.000
ENSP00000216962,518.000,0.282,89003.417,0.889,0.303,0.889,0.889,0.000,0.000
ENSP00000216968,502.000,0.288,266614.799,0.897,0.309,0.897,0.897,0.000,0.000
ENSP00000217026,296.000,0.269,9204.915,0.622,0.285,0.622,0.622,0.000,0.000
ENSP00000217086,416.000,0.280,54379.757,0.798,0.300,0.798,0.798,0.000,0.000
ENSP00000217109,442.000,0.275,55552.234,0.833,0.294,0.833,0.833,0.000,0.000
ENSP00000217121,442.000,0.280,77373.601,0.825,0.300,0.825,0.825,0.000,0.000
ENSP00000217131,352.000,0.274,32932.089,0.718,0.291,0.718,0.718,0.000,0.000
ENSP00000217133,308.000,0.267,45748.097,0.552,0.284,0.552,0.552,0.000,0.000
ENSP00000217169,188.000,0.256,29641.384,0.270,0.270,0.270,0.270,0.000,0.000
ENSP00000217173,126.000,0.265,181827.536,0.250,0.277,0.250,0.250,0.000,0.000
ENSP00000217182,218.000,0.265,168113.833,0.296,0.281,0.296,0.296,0.000,0.000
ENSP00000217195,354.000,0.262,71177.506,0.488,0.280,0.488,0.488,0.000,0.000
ENSP00000217244,428.000,0.279,54009.121,0.819,0.299,0.819,0.819,0.000,0.000
ENSP00000217246,12.000,0.248,3734.394,0.005,0.254,0.005,0.005,0.000,0.000
ENSP00000217260,394.000,0.276,38581.977,0.763,0.294,0.763,0.763,0.000,0.000
ENSP00000217270,222.000,0.264,4637.985,0.531,0.279,0.531,0.531,0.000,0.000
ENSP00000217289,432.000,0.279,54296.906,0.823,0.299,0.823,0.823,0.000,0.000
ENSP00000217372,364.000,0.275,32122.834,0.734,0.293,0.734,0.734,0.000,0.000
ENSP00000217381,330.000,0.276,20475.407,0.690,0.293,0.690,0.690,0.000,0.000
ENSP00000217386,52.000,0.254,194333.061,0.008,0.262,0.008,0.008,0.000,0.000
ENSP00000217402,380.000,0.276,69536.010,0.734,0.294,0.734,0.734,0.000,0.000
ENSP00000217407,572.000,0.285,442774.666,0.943,0.308,0.943,0.943,0.000,0.000
ENSP00000217420,254.000,0.265,8630.683,0.585,0.280,0.585,0.585,0.000,0.000
ENSP00000217423,518.000,0.283,241263.910,0.879,0.304,0.879,0.879,0.000,0.000
ENSP00000217426,182.000,0.265,1122.338,0.467,0.279,0.467,0.467,0.000,0.000
ENSP00000217446,356.000,0.264,125704.831,0.483,0.281,0.483,0.483,0.000,0.000
ENSP00000217455,384.000,0.288,637827.685,0.709,0.307,0.709,0.709,0.000,0.000
ENSP00000217515,440.000,0.280,68365.852,0.825,0.300,0.825,0.825,0.000,0.000
ENSP00000217740,290.000,0.256,37274.694,0.380,0.271,0.380,0.380,0.000,0.000
ENSP00000217901,490.000,0.281,94135.561,0.885,0.301,0.885,0.885,0.000,0.000
ENSP00000217909,360.000,0.279,226103.042,0.708,0.296,0.708,0.708,0.000,0.000
ENSP00000217958,436.000,0.277,50996.670,0.773,0.296,0.773,0.773,0.000,0.000
ENSP00000217961,428.000,0.279,64119.990,0.815,0.299,0.815,0.815,0.000,0.000
ENSP00000217971,538.000,0.281,173497.868,0.906,0.303,0.906,0.906,0.000,0.000
ENSP00000218004,492.000,0.289,578465.596,0.866,0.310,0.866,0.866,0.000,0.000
ENSP00000218006,420.000,0.279,49087.668,0.814,0.299,0.814,0.814,0.000,0.000
ENSP00000218075,278.000,0.256,39482.962,0.463,0.271,0.463,0.463,0.000,0.000
ENSP00000218089,638.000,0.287,742319.312,1.000,0.311,1.000,1.000,0.000,0.000
ENSP00000218099,278.000,0.265,200311.416,0.379,0.281,0.379,0.379,0.000,0.000
ENSP00000218104,288.000,0.273,43796.979,0.641,0.289,0.641,0.641,0.000,0.000
ENSP00000218176,168.000,0.255,95301.395,0.225,0.269,0.225,0.225,0.000,0.000
ENSP00000218230,170.000,0.254,117069.968,0.255,0.267,0.255,0.255,0.000,0.000
ENSP00000218249,210.000,0.266,53948.253,0.539,0.280,0.539,0.539,0.000,0.000
ENSP00000218340,76.000,0.259,73645.188,0.005,0.270,0.005,0.005,0.000,0.000
ENSP00000218348,214.000,0.263,104317.224,0.304,0.278,0.304,0.304,0.000,0.000
ENSP00000218388,252.000,0.254,18560.679,0.406,0.268,0.406,0.406,0.000,0.000
ENSP00000218516,262.000,0.271,52537.859,0.604,0.287,0.604,0.604,0.000,0.000
ENSP00000218548,268.000,0.264,382660.778,0.240,0.280,0.240,0.240,0.000,0.000
ENSP00000218721,150.000,0.251,472.577,0.228,0.263,0.228,0.228,0.000,0.000
ENSP00000218758,168.000,0.260,27160.187,0.252,0.274,0.252,0.252,0.000,0.000
ENSP00000218867,222.000,0.265,15642.096,0.520,0.280,0.520,0.520,0.000,0.000
ENSP00000219022,598.000,0.284,234431.126,0.976,0.307,0.976,0.976,0.000,0.000
ENSP00000219066,280.000,0.255,32730.910,0.379,0.269,0.379,0.379,0.000,0.000
ENSP00000219070,428.000,0.279,52982.868,0.820,0.299,0.820,0.820,0.000,0.000
ENSP00000219097,138.000,0.261,9085.134,0.274,0.273,0.274,0.274,0.000,0.000
ENSP00000219139,314.000,0.274,20535.136,0.679,0.291,0.679,0.679,0.000,0.000
ENSP00000219150,412.000,0.281,183817.772,0.793,0.299,0.793,0.793,0.000,0.000
ENSP00000219162,244.000,0.269,28382.822,0.583,0.284,0.583,0.583,0.000,0.000
ENSP00000219169,348.000,0.273,25046.830,0.733,0.291,0.733,0.733,0.000,0.000
ENSP00000219197,174.000,0.291,2695252.412,0.006,0.304,0.006,0.006,0.001,0.001
ENSP00000219204,558.000,0.281,178612.044,0.927,0.303,0.927,0.927,0.000,0.000
ENSP00000219207,194.000,0.254,167305.699,0.244,0.268,0.244,0.244,0.000,0.000
ENSP00000219235,202.000,0.265,108630.027,0.472,0.280,0.472,0.472,0.000,0.000
ENSP00000219240,332.000,0.258,43266.949,0.477,0.274,0.477,0.477,0.000,0.000
ENSP00000219244,178.000,0.259,13672.960,0.269,0.273,0.269,0.269,0.000,0.000
ENSP00000219252,302.000,0.256,54985.383,0.392,0.271,0.392,0.392,0.000,0.000
ENSP00000219255,294.000,0.256,39183.032,0.383,0.271,0.383,0.383,0.000,0.000
ENSP00000219281,804.000,0.300,7622582.180,0.866,0.327,0.866,0.866,0.002,0.002
ENSP00000219302,226.000,0.263,71816.683,0.378,0.279,0.378,0.378,0.000,0.000
ENSP00000219313,202.000,0.261,56820.055,0.294,0.276,0.294,0.294,0.000,0.000
ENSP00000219315,350.000,0.275,43733.382,0.722,0.293,0.722,0.722,0.000,0.000
ENSP00000219334,280.000,0.256,49242.647,0.362,0.271,0.362,0.362,0.000,0.000
ENSP00000219368,376.000,0.278,33790.893,0.771,0.297,0.771,0.771,0.000,0.000
ENSP00000219400,370.000,0.275,33614.981,0.733,0.293,0.733,0.733,0.000,0.000
ENSP00000219406,182.000,0.262,54261.676,0.466,0.276,0.466,0.466,0.000,0.000
ENSP00000219409,388.000,0.281,197928.685,0.776,0.299,0.776,0.776,0.000,0.000
ENSP00000219431,158.000,0.252,6771.621,0.239,0.265,0.239,0.239,0.000,0.000
ENSP00000219476,364.000,0.273,36070.580,0.711,0.290,0.711,0.711,0.000,0.000
ENSP00000219479,126.000,0.247,458.577,0.295,0.258,0.295,0.295,0.000,0.000
ENSP00000219548,116.000,0.259,69653.764,0.257,0.271,0.257,0.257,0.000,0.000
ENSP00000219596,160.000,0.258,4827.082,0.245,0.271,0.245,0.245,0.000,0.000
ENSP00000219660,172.000,0.261,110423.800,0.246,0.274,0.246,0.246,0.000,0.000
ENSP00000219746,166.000,0.253,20234.485,0.243,0.266,0.243,0.243,0.000,0.000
ENSP00000219782,522.000,0.283,122405.142,0.888,0.305,0.888,0.888,0.000,0.000
ENSP00000219789,20.000,0.231,133540.672,0.005,0.236,0.005,0.005,0.000,0.000
ENSP00000219833,516.000,0.280,113127.717,0.882,0.302,0.882,0.882,0.000,0.000
ENSP00000219905,156.000,0.252,1179.278,0.239,0.265,0.239,0.239,0.000,0.000
ENSP00000220003,480.000,0.286,202642.481,0.869,0.307,0.869,0.869,0.000,0.000
ENSP00000220058,326.000,0.268,32463.300,0.677,0.286,0.677,0.677,0.000,0.000
ENSP00000220166,112.000,0.259,7002.046,0.262,0.271,0.262,0.262,0.000,0.000
ENSP00000220325,622.000,0.285,303778.617,0.991,0.308,0.991,0.991,0.000,0.000
ENSP00000220429,18.000,0.223,62141.638,0.005,0.227,0.005,0.005,0.000,0.000
ENSP00000220478,20.000,0.224,70250.963,0.005,0.228,0.005,0.005,0.000,0.000
ENSP00000220496,296.000,0.256,39269.684,0.386,0.271,0.386,0.386,0.000,0.000
ENSP00000220509,6.000,0.228,6.655,0.014,0.234,0.014,0.014,0.000,0.000
ENSP00000220514,372.000,0.278,34187.499,0.762,0.297,0.762,0.762,0.000,0.000
ENSP00000220562,438.000,0.280,62250.157,0.782,0.300,0.782,0.782,0.000,0.000
ENSP00000220592,226.000,0.267,113117.904,0.508,0.282,0.508,0.508,0.000,0.000
ENSP00000220597,160.000,0.262,80629.346,0.289,0.274,0.289,0.289,0.000,0.000
ENSP00000220616,254.000,0.271,167271.641,0.570,0.287,0.570,0.570,0.000,0.000
ENSP00000220659,118.000,0.261,116443.993,0.236,0.274,0.236,0.236,0.000,0.000
ENSP00000220669,172.000,0.258,7502.232,0.258,0.272,0.258,0.258,0.000,0.000
ENSP00000220751,318.000,0.257,38582.890,0.470,0.273,0.470,0.470,0.000,0.000
ENSP00000220764,422.000,0.277,94596.105,0.805,0.296,0.805,0.805,0.000,0.000
ENSP00000220772,188.000,0.254,31940.783,0.259,0.268,0.259,0.259,0.000,0.000
ENSP00000220809,204.000,0.260,77218.256,0.281,0.275,0.281,0.281,0.000,0.000
ENSP00000220812,442.000,0.280,82334.276,0.826,0.301,0.826,0.826,0.000,0.000
ENSP00000220822,372.000,0.277,43228.774,0.733,0.295,0.733,0.733,0.000,0.000
ENSP00000220849,368.000,0.263,104337.999,0.492,0.281,0.492,0.492,0.000,0.000
ENSP00000220853,148.000,0.251,1039.718,0.234,0.264,0.234,0.234,0.000,0.000
ENSP00000220913,234.000,0.263,70353.180,0.530,0.278,0.530,0.530,0.000,0.000
ENSP00000220966,424.000,0.279,52284.980,0.816,0.299,0.816,0.816,0.000,0.000
ENSP00000221086,256.000,0.243,97665.591,0.357,0.256,0.357,0.357,0.000,0.000
ENSP00000221114,370.000,0.263,106080.185,0.493,0.281,0.493,0.493,0.000,0.000
ENSP00000221130,400.000,0.279,58231.796,0.787,0.299,0.787,0.787,0.000,0.000
ENSP00000221132,326.000,0.258,143910.258,0.399,0.274,0.399,0.399,0.000,0.000
ENSP00000221138,436.000,0.279,55747.564,0.828,0.299,0.828,0.828,0.000,0.000
ENSP00000221166,164.000,0.258,10576.219,0.251,0.272,0.251,0.251,0.000,0.000
ENSP00000221200,148.000,0.262,44923.947,0.293,0.274,0.293,0.293,0.000,0.000
ENSP00000221233,158.000,0.241,14108.297,0.233,0.252,0.233,0.233,0.000,0.000
ENSP00000221265,162.000,0.258,57496.748,0.245,0.272,0.245,0.245,0.000,0.000
ENSP00000221399,290.000,0.276,731436.765,0.632,0.294,0.632,0.632,0.000,0.000
ENSP00000221403,174.000,0.260,29098.679,0.247,0.274,0.247,0.247,0.000,0.000
ENSP00000221418,50.000,0.250,169320.010,0.016,0.259,0.016,0.016,0.000,0.000
ENSP00000221419,174.000,0.255,28447.255,0.260,0.268,0.260,0.260,0.000,0.000
ENSP00000221444,164.000,0.258,12713.191,0.246,0.272,0.246,0.246,0.000,0.000
ENSP00000221452,166.000,0.258,14537.118,0.248,0.272,0.248,0.248,0.000,0.000
ENSP00000221455,438.000,0.280,66888.386,0.824,0.300,0.824,0.824,0.000,0.000
ENSP00000221459,158.000,0.252,87802.251,0.234,0.265,0.234,0.234,0.000,0.000
ENSP00000221462,224.000,0.265,2632.389,0.559,0.280,0.559,0.559,0.000,0.000
ENSP00000221476,390.000,0.276,57286.630,0.754,0.295,0.754,0.754,0.000,0.000
ENSP00000221480,206.000,0.273,567804.389,0.318,0.287,0.318,0.318,0.000,0.000
ENSP00000221485,316.000,0.257,204517.948,0.400,0.273,0.400,0.400,0.000,0.000
ENSP00000221486,322.000,0.258,76401.595,0.399,0.274,0.399,0.399,0.000,0.000
ENSP00000221494,4.000,0.221,25334.000,0.005,0.225,0.005,0.005,0.000,0.000
ENSP00000221496,264.000,0.272,298908.972,0.548,0.289,0.548,0.548,0.000,0.000
ENSP00000221498,392.000,0.277,36448.972,0.776,0.295,0.776,0.776,0.000,0.000
ENSP00000221515,2.000,0.149,0.000,0.000,0.147,0.000,0.000,0.000,0.000
ENSP00000221538,4.000,0.175,25334.000,0.000,0.174,0.000,0.000,0.000,0.000
ENSP00000221543,2.000,0.187,0.000,0.000,0.186,0.000,0.000,0.000,0.000
ENSP00000221561,56.000,0.229,212372.764,0.000,0.234,0.000,0.000,0.000,0.000
ENSP00000221566,24.000,0.205,51050.688,0.000,0.207,0.000,0.000,0.000,0.000
ENSP00000221573,18.000,0.196,23347.089,0.000,0.197,0.000,0.000,0.000,0.000
ENSP00000221665,8.000,0.201,24318.216,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000221700,14.000,0.179,104.488,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000221742,50.000,0.232,173205.686,0.004,0.240,0.004,0.004,0.000,0.000
ENSP00000221797,22.000,0.198,48217.275,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000221801,8.000,0.177,0.000,0.000,0.176,0.000,0.000,0.000,0.000
ENSP00000221804,14.000,0.226,54034.291,0.000,0.230,0.000,0.000,0.000,0.000
ENSP00000221847,12.000,0.207,36844.224,0.000,0.209,0.000,0.000,0.000,0.000
ENSP00000221859,18.000,0.186,1341.659,0.000,0.186,0.000,0.000,0.000,0.000
ENSP00000221891,28.000,0.206,141393.387,0.000,0.207,0.000,0.000,0.000,0.000
ENSP00000221922,22.000,0.186,6205.524,0.000,0.186,0.000,0.000,0.000,0.000
ENSP00000221930,14.000,0.197,8789.789,0.000,0.197,0.000,0.000,0.000,0.000
ENSP00000221957,306.000,0.283,1335721.636,0.001,0.299,0.001,0.001,0.001,0.001
ENSP00000221972,48.000,0.257,63696.111,0.001,0.266,0.001,0.001,0.000,0.000
ENSP00000221973,58.000,0.256,92865.792,0.000,0.264,0.000,0.000,0.000,0.000
ENSP00000221980,46.000,0.248,59988.285,0.006,0.256,0.006,0.006,0.000,0.000
ENSP00000221992,78.000,0.248,81952.070,0.000,0.257,0.000,0.000,0.000,0.000
ENSP00000221996,26.000,0.240,1866.178,0.000,0.245,0.000,0.000,0.000,0.000
ENSP00000222002,30.000,0.233,17574.093,0.000,0.238,0.000,0.000,0.000,0.000
ENSP00000222005,90.000,0.257,49521.618,0.001,0.267,0.001,0.001,0.000,0.000
ENSP00000222008,14.000,0.234,52801.786,0.000,0.239,0.000,0.000,0.000,0.000
ENSP00000222032,36.000,0.245,58190.996,0.000,0.252,0.000,0.000,0.000,0.000
ENSP00000222033,10.000,0.228,387.474,0.000,0.233,0.000,0.000,0.000,0.000
ENSP00000222139,60.000,0.245,113949.855,0.000,0.252,0.000,0.000,0.000,0.000
ENSP00000222145,132.000,0.266,238202.626,0.001,0.277,0.001,0.001,0.000,0.000
ENSP00000222219,46.000,0.246,94592.601,0.000,0.252,0.000,0.000,0.000,0.000
ENSP00000222247,68.000,0.258,35986.299,0.000,0.267,0.000,0.000,0.000,0.000
ENSP00000222248,34.000,0.229,8109.977,0.000,0.234,0.000,0.000,0.000,0.000
ENSP00000222254,10.000,0.222,32907.360,0.000,0.225,0.000,0.000,0.000,0.000
ENSP00000222256,132.000,0.260,187975.609,0.000,0.270,0.000,0.000,0.000,0.000
ENSP00000222271,150.000,0.270,319512.038,0.001,0.282,0.001,0.001,0.000,0.000
ENSP00000222284,82.000,0.262,106987.434,0.000,0.271,0.000,0.000,0.000,0.000
ENSP00000222305,86.000,0.264,158154.760,0.005,0.275,0.005,0.005,0.000,0.000
ENSP00000222330,36.000,0.234,9574.739,0.000,0.240,0.000,0.000,0.000,0.000
ENSP00000222374,106.000,0.260,136797.651,0.000,0.270,0.000,0.000,0.000,0.000
ENSP00000222381,82.000,0.244,11028.523,0.000,0.252,0.000,0.000,0.000,0.000
ENSP00000222388,58.000,0.235,4133.430,0.000,0.241,0.000,0.000,0.000,0.000
ENSP00000222390,34.000,0.235,5968.277,0.000,0.240,0.000,0.000,0.000,0.000
ENSP00000222399,118.000,0.270,585576.433,0.000,0.282,0.000,0.000,0.000,0.000
ENSP00000222402,94.000,0.257,56410.712,0.000,0.266,0.000,0.000,0.000,0.000
ENSP00000222481,234.000,0.276,579816.317,0.001,0.290,0.001,0.001,0.001,0.001
ENSP00000222482,28.000,0.231,21117.322,0.000,0.236,0.000,0.000,0.000,0.000
ENSP00000222511,42.000,0.259,146519.531,0.003,0.267,0.003,0.003,0.000,0.000
ENSP00000222543,38.000,0.234,380031.172,0.000,0.240,0.000,0.000,0.000,0.000
ENSP00000222547,108.000,0.270,475210.365,0.001,0.281,0.001,0.001,0.000,0.000
ENSP00000222553,54.000,0.231,5613.853,0.000,0.237,0.000,0.000,0.000,0.000
ENSP00000222567,28.000,0.231,12734.144,0.000,0.236,0.000,0.000,0.000,0.000
ENSP00000222573,44.000,0.262,129517.426,0.001,0.270,0.001,0.001,0.000,0.000
ENSP00000222574,6.000,0.221,56317.124,0.000,0.224,0.000,0.000,0.000,0.000
ENSP00000222644,52.000,0.260,35134.505,0.000,0.269,0.000,0.000,0.000,0.000
ENSP00000222674,52.000,0.246,32146.490,0.000,0.253,0.000,0.000,0.000,0.000
ENSP00000222693,194.000,0.287,2060025.512,0.001,0.301,0.001,0.001,0.001,0.001
ENSP00000222725,38.000,0.239,4357.886,0.000,0.245,0.000,0.000,0.000,0.000
ENSP00000222726,16.000,0.229,41042.191,0.000,0.234,0.000,0.000,0.000,0.000
ENSP00000222728,134.000,0.269,189769.490,0.001,0.280,0.001,0.001,0.000,0.000
ENSP00000222747,76.000,0.250,378236.514,0.000,0.258,0.000,0.000,0.000,0.000
ENSP00000222812,12.000,0.229,11677.211,0.000,0.233,0.000,0.000,0.000,0.000
ENSP00000222823,36.000,0.249,39558.471,0.000,0.256,0.000,0.000,0.000,0.000
ENSP00000222968,44.000,0.241,124521.649,0.000,0.248,0.000,0.000,0.000,0.000
ENSP00000222982,62.000,0.242,109053.193,0.000,0.248,0.000,0.000,0.000,0.000
ENSP00000222990,36.000,0.242,38708.167,0.000,0.249,0.000,0.000,0.000,0.000
ENSP00000223023,52.000,0.233,9403.449,0.000,0.238,0.000,0.000,0.000,0.000
ENSP00000223029,70.000,0.267,254206.449,0.007,0.278,0.007,0.007,0.000,0.000
ENSP00000223061,50.000,0.250,46142.238,0.000,0.257,0.000,0.000,0.000,0.000
ENSP00000223073,58.000,0.248,121121.257,0.000,0.255,0.000,0.000,0.000,0.000
ENSP00000223095,48.000,0.247,4130.165,0.000,0.255,0.000,0.000,0.000,0.000
ENSP00000223114,114.000,0.258,92372.923,0.000,0.268,0.000,0.000,0.000,0.000
ENSP00000223127,34.000,0.270,69622.488,0.001,0.279,0.001,0.001,0.000,0.000
ENSP00000223129,64.000,0.241,18396.944,0.000,0.248,0.000,0.000,0.000,0.000
ENSP00000223136,42.000,0.235,146686.725,0.000,0.240,0.000,0.000,0.000,0.000
ENSP00000223145,42.000,0.237,174047.392,0.000,0.243,0.000,0.000,0.000,0.000
ENSP00000223208,30.000,0.235,19421.364,0.000,0.240,0.000,0.000,0.000,0.000
ENSP00000223215,102.000,0.256,138172.153,0.001,0.265,0.001,0.001,0.000,0.000
ENSP00000223273,62.000,0.245,77852.343,0.000,0.253,0.000,0.000,0.000,0.000
ENSP00000223321,34.000,0.230,1659.394,0.000,0.236,0.000,0.000,0.000,0.000
ENSP00000223324,38.000,0.248,17974.355,0.000,0.254,0.000,0.000,0.000,0.000
ENSP00000223364,22.000,0.237,26504.361,0.000,0.242,0.000,0.000,0.000,0.000
ENSP00000223366,94.000,0.257,82243.234,0.000,0.266,0.000,0.000,0.000,0.000
ENSP00000223369,222.000,0.282,1082246.638,0.001,0.296,0.001,0.001,0.001,0.001
ENSP00000223398,36.000,0.252,88701.858,0.000,0.258,0.000,0.000,0.000,0.000
ENSP00000223500,42.000,0.240,41413.409,0.000,0.246,0.000,0.000,0.000,0.000
ENSP00000223528,18.000,0.224,7896.116,0.000,0.228,0.000,0.000,0.000,0.000
ENSP00000223641,114.000,0.264,150670.920,0.001,0.274,0.001,0.001,0.000,0.000
ENSP00000223642,148.000,0.274,230446.035,0.001,0.285,0.001,0.001,0.000,0.000
ENSP00000223795,80.000,0.251,187453.977,0.000,0.259,0.000,0.000,0.000,0.000
ENSP00000223862,68.000,0.242,49589.913,0.000,0.249,0.000,0.000,0.000,0.000
ENSP00000223864,20.000,0.257,62646.643,0.006,0.266,0.006,0.006,0.000,0.000
ENSP00000224073,64.000,0.253,36689.274,0.000,0.261,0.000,0.000,0.000,0.000
ENSP00000224140,16.000,0.246,3932.943,0.003,0.252,0.003,0.003,0.000,0.000
ENSP00000224337,88.000,0.248,72222.437,0.000,0.257,0.000,0.000,0.000,0.000
ENSP00000224356,38.000,0.238,36162.512,0.000,0.244,0.000,0.000,0.000,0.000
ENSP00000224721,50.000,0.251,95387.514,0.000,0.258,0.000,0.000,0.000,0.000
ENSP00000224784,28.000,0.252,53756.299,0.001,0.260,0.001,0.001,0.000,0.000
ENSP00000224862,76.000,0.250,42043.328,0.000,0.259,0.000,0.000,0.000,0.000
ENSP00000224950,28.000,0.231,11243.307,0.000,0.237,0.000,0.000,0.000,0.000
ENSP00000225171,36.000,0.234,115670.989,0.000,0.240,0.000,0.000,0.000,0.000
ENSP00000225174,26.000,0.237,4182.837,0.000,0.243,0.000,0.000,0.000,0.000
ENSP00000225275,86.000,0.255,58719.305,0.005,0.265,0.005,0.005,0.000,0.000
ENSP00000225276,92.000,0.255,31965.494,0.000,0.264,0.000,0.000,0.000,0.000
ENSP00000225296,138.000,0.285,572286.086,0.001,0.298,0.001,0.001,0.000,0.000
ENSP00000225298,106.000,0.259,169331.715,0.000,0.269,0.000,0.000,0.000,0.000
ENSP00000225328,48.000,0.248,37716.816,0.000,0.255,0.000,0.000,0.000,0.000
ENSP00000225371,84.000,0.251,54380.853,0.000,0.259,0.000,0.000,0.000,0.000
ENSP00000225387,58.000,0.270,162874.342,0.001,0.279,0.001,0.001,0.000,0.000
ENSP00000225388,40.000,0.253,44698.364,0.000,0.260,0.000,0.000,0.000,0.000
ENSP00000225430,146.000,0.293,475606.428,0.003,0.307,0.003,0.003,0.000,0.000
ENSP00000225474,182.000,0.268,450337.808,0.001,0.281,0.001,0.001,0.000,0.000
ENSP00000225504,72.000,0.240,27799.622,0.000,0.247,0.000,0.000,0.000,0.000
ENSP00000225512,72.000,0.270,273010.287,0.000,0.279,0.000,0.000,0.000,0.000
ENSP00000225519,202.000,0.295,1215567.297,0.003,0.309,0.003,0.003,0.001,0.001
ENSP00000225525,122.000,0.269,388558.667,0.001,0.280,0.001,0.001,0.000,0.000
