Proteins,Degree,Closeness,Betweenness,Eigenvector,Harmonic,Hub_Score,Authority_Score,Page_Rank,Power_Centrality
ENSP00000482514,2.000,0.208,0.000,0.000,0.210,0.000,0.000,0.000,0.000
ENSP00000482538,4.000,0.153,100.629,0.000,0.152,0.000,0.000,0.000,0.000
ENSP00000482543,8.000,0.227,4057.199,0.000,0.229,0.000,0.000,0.000,0.000
ENSP00000482546,2.000,0.175,0.000,0.000,0.175,0.000,0.000,0.000,0.000
ENSP00000482548,2.000,0.195,0.000,0.000,0.195,0.000,0.000,0.000,0.000
ENSP00000482552,4.000,0.231,0.000,0.006,0.238,0.006,0.006,0.000,0.000
ENSP00000482564,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000482568,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000482581,2.000,0.142,0.000,0.000,0.140,0.000,0.000,0.000,0.000
ENSP00000482604,2.000,0.162,0.000,0.000,0.161,0.000,0.000,0.000,0.000
ENSP00000482609,6.000,0.188,1230.259,0.000,0.189,0.000,0.000,0.000,0.000
ENSP00000482613,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000482620,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000482632,12.000,0.228,27396.440,0.000,0.233,0.000,0.000,0.000,0.000
ENSP00000482639,4.000,0.222,0.000,0.000,0.223,0.000,0.000,0.000,0.000
ENSP00000482647,4.000,0.151,0.000,0.000,0.149,0.000,0.000,0.000,0.000
ENSP00000482657,4.000,0.201,0.000,0.000,0.202,0.000,0.000,0.000,0.000
ENSP00000482674,2.000,0.166,0.000,0.000,0.164,0.000,0.000,0.000,0.000
ENSP00000482678,8.000,0.193,6828.977,0.000,0.194,0.000,0.000,0.000,0.000
ENSP00000482704,4.000,0.178,5260.756,0.000,0.178,0.000,0.000,0.000,0.000
ENSP00000482732,6.000,0.199,1241.728,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000482753,4.000,0.187,57.448,0.000,0.187,0.000,0.000,0.000,0.000
ENSP00000482760,2.000,0.182,0.000,0.000,0.181,0.000,0.000,0.000,0.000
ENSP00000482773,6.000,0.207,0.000,0.000,0.208,0.000,0.000,0.000,0.000
ENSP00000482810,4.000,0.202,12536.617,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000482816,2.000,0.165,0.000,0.000,0.163,0.000,0.000,0.000,0.000
ENSP00000482826,8.000,0.197,25334.000,0.000,0.198,0.000,0.000,0.000,0.000
ENSP00000482841,2.000,0.164,0.000,0.000,0.162,0.000,0.000,0.000,0.000
ENSP00000482870,2.000,0.167,0.000,0.000,0.166,0.000,0.000,0.000,0.000
ENSP00000482950,6.000,0.186,0.000,0.000,0.185,0.000,0.000,0.000,0.000
ENSP00000482954,4.000,0.176,0.000,0.000,0.175,0.000,0.000,0.000,0.000
ENSP00000482968,4.000,0.206,2.869,0.000,0.207,0.000,0.000,0.000,0.000
ENSP00000483059,2.000,0.195,0.000,0.000,0.195,0.000,0.000,0.000,0.000
ENSP00000483110,2.000,0.154,0.000,0.000,0.152,0.000,0.000,0.000,0.000
ENSP00000483117,4.000,0.182,25334.000,0.000,0.182,0.000,0.000,0.000,0.000
ENSP00000483125,2.000,0.142,0.000,0.000,0.140,0.000,0.000,0.000,0.000
ENSP00000483185,2.000,0.187,0.000,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000483228,4.000,0.230,25334.000,0.006,0.237,0.006,0.006,0.000,0.000
ENSP00000483236,2.000,0.179,0.000,0.000,0.177,0.000,0.000,0.000,0.000
ENSP00000483254,2.000,0.179,0.000,0.000,0.177,0.000,0.000,0.000,0.000
ENSP00000483283,2.000,0.180,0.000,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000483300,6.000,0.172,1438.443,0.000,0.172,0.000,0.000,0.000,0.000
ENSP00000483313,6.000,0.173,26923.241,0.000,0.172,0.000,0.000,0.000,0.000
ENSP00000483328,2.000,0.168,0.000,0.000,0.167,0.000,0.000,0.000,0.000
ENSP00000483330,6.000,0.228,841.645,0.000,0.231,0.000,0.000,0.000,0.000
ENSP00000483345,4.000,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000483356,2.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000483364,2.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000483375,2.000,0.180,0.000,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000483386,4.000,0.186,0.000,0.000,0.185,0.000,0.000,0.000,0.000
ENSP00000483397,10.000,0.171,1100.648,0.000,0.170,0.000,0.000,0.000,0.000
ENSP00000483403,2.000,0.179,0.000,0.000,0.178,0.000,0.000,0.000,0.000
ENSP00000483415,2.000,0.169,0.000,0.000,0.168,0.000,0.000,0.000,0.000
ENSP00000483424,2.000,0.205,0.000,0.000,0.207,0.000,0.000,0.000,0.000
ENSP00000483430,2.000,0.177,0.000,0.000,0.176,0.000,0.000,0.000,0.000
ENSP00000483453,6.000,0.215,25334.000,0.000,0.216,0.000,0.000,0.000,0.000
ENSP00000483469,4.000,0.209,0.000,0.000,0.212,0.000,0.000,0.000,0.000
ENSP00000483484,2.000,0.174,0.000,0.000,0.173,0.000,0.000,0.000,0.000
ENSP00000483486,4.000,0.154,25334.000,0.000,0.152,0.000,0.000,0.000,0.000
ENSP00000483489,2.000,0.134,0.000,0.000,0.131,0.000,0.000,0.000,0.000
ENSP00000483494,2.000,0.166,0.000,0.000,0.166,0.000,0.000,0.000,0.000
ENSP00000483495,10.000,0.141,25520.736,0.000,0.139,0.000,0.000,0.000,0.000
ENSP00000483521,2.000,0.123,0.000,0.000,0.121,0.000,0.000,0.000,0.000
ENSP00000483523,2.000,0.201,0.000,0.000,0.204,0.000,0.000,0.000,0.000
ENSP00000483549,2.000,0.157,0.000,0.000,0.156,0.000,0.000,0.000,0.000
ENSP00000483552,6.000,0.217,18904.473,0.005,0.221,0.005,0.005,0.000,0.000
ENSP00000483562,2.000,0.227,0.000,0.000,0.231,0.000,0.000,0.000,0.000
ENSP00000483567,2.000,0.227,0.000,0.000,0.231,0.000,0.000,0.000,0.000
ENSP00000483570,2.000,0.235,0.000,0.000,0.238,0.000,0.000,0.000,0.000
ENSP00000483585,2.000,0.177,0.000,0.000,0.176,0.000,0.000,0.000,0.000
ENSP00000483599,2.000,0.177,0.000,0.000,0.176,0.000,0.000,0.000,0.000
ENSP00000483621,2.000,0.119,0.000,0.000,0.117,0.000,0.000,0.000,0.000
ENSP00000483631,2.000,0.165,0.000,0.000,0.164,0.000,0.000,0.000,0.000
ENSP00000483640,6.000,0.216,16628.254,0.000,0.218,0.000,0.000,0.000,0.000
ENSP00000483667,4.000,0.184,0.000,0.000,0.183,0.000,0.000,0.000,0.000
ENSP00000483688,2.000,0.187,0.000,0.000,0.186,0.000,0.000,0.000,0.000
ENSP00000483713,4.000,0.201,25334.000,0.000,0.201,0.000,0.000,0.000,0.000
ENSP00000483721,2.000,0.168,0.000,0.000,0.166,0.000,0.000,0.000,0.000
ENSP00000483757,2.000,0.188,0.000,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000483781,2.000,0.189,0.000,0.000,0.190,0.000,0.000,0.000,0.000
ENSP00000483811,2.000,0.111,0.000,0.000,0.109,0.000,0.000,0.000,0.000
ENSP00000483814,2.000,0.129,0.000,0.000,0.126,0.000,0.000,0.000,0.000
ENSP00000483825,4.000,0.147,25334.000,0.000,0.146,0.000,0.000,0.000,0.000
ENSP00000483842,6.000,0.199,522.762,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000483872,2.000,0.195,0.000,0.000,0.195,0.000,0.000,0.000,0.000
ENSP00000483888,4.000,0.229,2998.824,0.000,0.233,0.000,0.000,0.000,0.000
ENSP00000483903,8.000,0.189,27702.681,0.000,0.189,0.000,0.000,0.000,0.000
ENSP00000483921,2.000,0.159,0.000,0.000,0.157,0.000,0.000,0.000,0.000
ENSP00000483936,2.000,0.212,0.000,0.000,0.214,0.000,0.000,0.000,0.000
ENSP00000483946,2.000,0.146,0.000,0.000,0.145,0.000,0.000,0.000,0.000
ENSP00000483989,16.000,0.241,1560.644,0.028,0.250,0.028,0.028,0.000,0.000
ENSP00000484060,2.000,0.173,0.000,0.000,0.171,0.000,0.000,0.000,0.000
ENSP00000484078,10.000,0.209,28753.519,0.000,0.210,0.000,0.000,0.000,0.000
ENSP00000484095,4.000,0.193,0.000,0.000,0.194,0.000,0.000,0.000,0.000
ENSP00000484105,2.000,0.179,0.000,0.000,0.178,0.000,0.000,0.000,0.000
ENSP00000484121,4.000,0.151,147.151,0.000,0.149,0.000,0.000,0.000,0.000
ENSP00000484135,4.000,0.181,19935.071,0.000,0.181,0.000,0.000,0.000,0.000
ENSP00000484228,2.000,0.182,0.000,0.000,0.182,0.000,0.000,0.000,0.000
ENSP00000484237,4.000,0.193,0.000,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000484252,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000484263,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000484288,2.000,0.179,0.000,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000484342,4.000,0.189,721.500,0.000,0.189,0.000,0.000,0.000,0.000
ENSP00000484390,10.000,0.208,997.945,0.000,0.209,0.000,0.000,0.000,0.000
ENSP00000484431,2.000,0.203,0.000,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000484479,2.000,0.183,0.000,0.000,0.183,0.000,0.000,0.000,0.000
ENSP00000484525,4.000,0.188,25334.000,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000484552,2.000,0.141,0.000,0.000,0.138,0.000,0.000,0.000,0.000
ENSP00000484580,4.000,0.203,56934.077,0.002,0.206,0.002,0.002,0.000,0.000
ENSP00000484609,12.000,0.240,15117.888,0.007,0.247,0.007,0.007,0.000,0.000
ENSP00000484615,6.000,0.185,15971.557,0.000,0.185,0.000,0.000,0.000,0.000
ENSP00000484618,2.000,0.220,0.000,0.000,0.221,0.000,0.000,0.000,0.000
ENSP00000484621,2.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000484634,4.000,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000484638,2.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000484658,4.000,0.179,0.000,0.000,0.178,0.000,0.000,0.000,0.000
ENSP00000484668,10.000,0.199,26149.057,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000484669,2.000,0.199,0.000,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000484687,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000484710,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000484713,6.000,0.228,5457.885,0.000,0.231,0.000,0.000,0.000,0.000
ENSP00000484715,2.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000484732,2.000,0.142,0.000,0.000,0.140,0.000,0.000,0.000,0.000
ENSP00000484789,2.000,0.209,0.000,0.004,0.213,0.004,0.004,0.000,0.000
ENSP00000484803,2.000,0.179,0.000,0.000,0.178,0.000,0.000,0.000,0.000
ENSP00000484807,2.000,0.185,0.000,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000484810,2.000,0.219,0.000,0.000,0.221,0.000,0.000,0.000,0.000
ENSP00000484824,10.000,0.206,14641.989,0.000,0.208,0.000,0.000,0.000,0.000
ENSP00000484841,6.000,0.190,0.000,0.000,0.190,0.000,0.000,0.000,0.000
ENSP00000484855,4.000,0.169,0.000,0.000,0.168,0.000,0.000,0.000,0.000
ENSP00000484903,6.000,0.192,12275.225,0.000,0.192,0.000,0.000,0.000,0.000
ENSP00000484928,2.000,0.174,0.000,0.000,0.174,0.000,0.000,0.000,0.000
ENSP00000484940,4.000,0.209,151.712,0.002,0.213,0.002,0.002,0.000,0.000
ENSP00000484945,2.000,0.137,0.000,0.000,0.135,0.000,0.000,0.000,0.000
ENSP00000484998,4.000,0.158,25334.000,0.000,0.157,0.000,0.000,0.000,0.000
ENSP00000485010,4.000,0.208,4189.379,0.000,0.209,0.000,0.000,0.000,0.000
ENSP00000485022,6.000,0.201,2417.567,0.000,0.202,0.000,0.000,0.000,0.000
ENSP00000485028,4.000,0.188,0.000,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000485033,2.000,0.179,0.000,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000485129,8.000,0.184,58.641,0.000,0.183,0.000,0.000,0.000,0.000
ENSP00000485206,2.000,0.167,0.000,0.000,0.165,0.000,0.000,0.000,0.000
ENSP00000485258,2.000,0.206,0.000,0.000,0.207,0.000,0.000,0.000,0.000
ENSP00000485378,2.000,0.164,0.000,0.000,0.162,0.000,0.000,0.000,0.000
ENSP00000485401,2.000,0.200,0.000,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000485478,2.000,0.202,0.000,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000485512,2.000,0.173,0.000,0.000,0.172,0.000,0.000,0.000,0.000
ENSP00000485513,2.000,0.168,0.000,0.000,0.167,0.000,0.000,0.000,0.000
ENSP00000485525,2.000,0.230,0.000,0.006,0.237,0.006,0.006,0.000,0.000
ENSP00000485526,2.000,0.230,0.000,0.006,0.237,0.006,0.006,0.000,0.000
ENSP00000485527,2.000,0.199,0.000,0.000,0.199,0.000,0.000,0.000,0.000
ENSP00000485541,4.000,0.216,0.000,0.000,0.218,0.000,0.000,0.000,0.000
ENSP00000485552,4.000,0.191,0.000,0.000,0.191,0.000,0.000,0.000,0.000
ENSP00000485582,4.000,0.152,8335.486,0.000,0.151,0.000,0.000,0.000,0.000
ENSP00000485586,2.000,0.208,0.000,0.000,0.209,0.000,0.000,0.000,0.000
ENSP00000485615,4.000,0.182,0.000,0.000,0.181,0.000,0.000,0.000,0.000
ENSP00000485627,2.000,0.192,0.000,0.000,0.191,0.000,0.000,0.000,0.000
ENSP00000485656,2.000,0.132,0.000,0.000,0.130,0.000,0.000,0.000,0.000
ENSP00000485659,2.000,0.132,0.000,0.000,0.130,0.000,0.000,0.000,0.000
ENSP00000485698,2.000,0.184,0.000,0.000,0.183,0.000,0.000,0.000,0.000
ENSP00000485952,2.000,0.143,0.000,0.000,0.141,0.000,0.000,0.000,0.000
ENSP00000486109,6.000,0.167,56292.851,0.000,0.166,0.000,0.000,0.000,0.000
ENSP00000486252,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000486291,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000486357,2.000,0.167,0.000,0.000,0.165,0.000,0.000,0.000,0.000
ENSP00000486361,6.000,0.179,25726.129,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000486502,2.000,0.152,0.000,0.000,0.150,0.000,0.000,0.000,0.000
ENSP00000486540,2.000,0.166,0.000,0.000,0.165,0.000,0.000,0.000,0.000
ENSP00000486574,2.000,0.177,0.000,0.000,0.177,0.000,0.000,0.000,0.000
ENSP00000486676,4.000,0.221,9256.034,0.000,0.223,0.000,0.000,0.000,0.000
ENSP00000486725,4.000,0.199,339.220,0.000,0.201,0.000,0.000,0.000,0.000
ENSP00000486891,2.000,0.150,0.000,0.000,0.148,0.000,0.000,0.000,0.000
ENSP00000486901,2.000,0.167,0.000,0.000,0.165,0.000,0.000,0.000,0.000
ENSP00000487041,4.000,0.175,964.108,0.000,0.174,0.000,0.000,0.000,0.000
ENSP00000487073,4.000,0.176,0.000,0.000,0.175,0.000,0.000,0.000,0.000
ENSP00000487094,2.000,0.146,0.000,0.000,0.144,0.000,0.000,0.000,0.000
ENSP00000487136,4.000,0.200,129.861,0.000,0.200,0.000,0.000,0.000,0.000
ENSP00000487164,2.000,0.180,0.000,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000487174,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000487221,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000487358,2.000,0.160,0.000,0.000,0.158,0.000,0.000,0.000,0.000
ENSP00000487363,2.000,0.160,0.000,0.000,0.160,0.000,0.000,0.000,0.000
ENSP00000487365,2.000,0.160,0.000,0.000,0.160,0.000,0.000,0.000,0.000
ENSP00000487444,2.000,0.176,0.000,0.000,0.176,0.000,0.000,0.000,0.000
ENSP00000487717,8.000,0.194,41381.292,0.000,0.196,0.000,0.000,0.000,0.000
ENSP00000487785,2.000,0.187,0.000,0.000,0.186,0.000,0.000,0.000,0.000
ENSP00000487971,6.000,0.217,11087.028,0.000,0.219,0.000,0.000,0.000,0.000
ENSP00000488024,4.000,0.180,0.000,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000488361,2.000,0.182,0.000,0.000,0.181,0.000,0.000,0.000,0.000
ENSP00000488422,6.000,0.180,26157.327,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000488437,2.000,0.129,0.000,0.000,0.126,0.000,0.000,0.000,0.000
ENSP00000488481,2.000,0.129,0.000,0.000,0.126,0.000,0.000,0.000,0.000
ENSP00000488642,2.000,0.202,0.000,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000488668,4.000,0.211,1156.563,0.000,0.213,0.000,0.000,0.000,0.000
ENSP00000488748,2.000,0.186,0.000,0.000,0.186,0.000,0.000,0.000,0.000
ENSP00000488912,4.000,0.189,0.000,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000489189,6.000,0.201,0.000,0.000,0.202,0.000,0.000,0.000,0.000
ENSP00000489236,6.000,0.201,0.000,0.000,0.202,0.000,0.000,0.000,0.000
ENSP00000489262,4.000,0.184,25334.000,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000489282,2.000,0.156,0.000,0.000,0.154,0.000,0.000,0.000,0.000
ENSP00000489311,2.000,0.169,0.000,0.000,0.167,0.000,0.000,0.000,0.000
ENSP00000489317,6.000,0.203,27619.215,0.000,0.204,0.000,0.000,0.000,0.000
ENSP00000489320,2.000,0.230,0.000,0.006,0.237,0.006,0.006,0.000,0.000
ENSP00000489407,4.000,0.166,471.162,0.000,0.165,0.000,0.000,0.000,0.000
ENSP00000489442,4.000,0.177,343.724,0.000,0.176,0.000,0.000,0.000,0.000
ENSP00000489551,2.000,0.172,0.000,0.000,0.170,0.000,0.000,0.000,0.000
ENSP00000489597,4.000,0.181,0.000,0.000,0.180,0.000,0.000,0.000,0.000
ENSP00000489630,14.000,0.198,383.799,0.000,0.199,0.000,0.000,0.000,0.000
ENSP00000489674,2.000,0.168,0.000,0.000,0.168,0.000,0.000,0.000,0.000
ENSP00000489706,2.000,0.178,0.000,0.000,0.177,0.000,0.000,0.000,0.000
ENSP00000489733,4.000,0.225,51.717,0.006,0.230,0.006,0.006,0.000,0.000
ENSP00000489770,4.000,0.182,0.000,0.000,0.182,0.000,0.000,0.000,0.000
ENSP00000489774,4.000,0.182,0.000,0.000,0.182,0.000,0.000,0.000,0.000
ENSP00000489784,2.000,0.187,0.000,0.000,0.189,0.000,0.000,0.000,0.000
ENSP00000489829,2.000,0.173,0.000,0.000,0.172,0.000,0.000,0.000,0.000
ENSP00000489859,2.000,0.193,0.000,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000489910,2.000,0.196,0.000,0.000,0.196,0.000,0.000,0.000,0.000
ENSP00000489944,2.000,0.190,0.000,0.000,0.191,0.000,0.000,0.000,0.000
ENSP00000489959,2.000,0.139,0.000,0.000,0.137,0.000,0.000,0.000,0.000
ENSP00000490083,6.000,0.235,4243.187,0.006,0.243,0.006,0.006,0.000,0.000
ENSP00000490086,2.000,0.156,0.000,0.000,0.154,0.000,0.000,0.000,0.000
ENSP00000490107,6.000,0.207,5523.616,0.000,0.208,0.000,0.000,0.000,0.000
ENSP00000490116,4.000,0.178,50664.000,0.000,0.177,0.000,0.000,0.000,0.000
ENSP00000490119,4.000,0.151,25334.000,0.000,0.149,0.000,0.000,0.000,0.000
ENSP00000490143,2.000,0.187,0.000,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000490174,4.000,0.230,25334.000,0.006,0.237,0.006,0.006,0.000,0.000
ENSP00000490225,2.000,0.171,0.000,0.000,0.170,0.000,0.000,0.000,0.000
ENSP00000490263,10.000,0.238,21191.316,0.006,0.245,0.006,0.006,0.000,0.000
ENSP00000490393,2.000,0.230,0.000,0.000,0.236,0.000,0.000,0.000,0.000
ENSP00000490412,2.000,0.164,0.000,0.000,0.163,0.000,0.000,0.000,0.000
ENSP00000490491,2.000,0.182,0.000,0.000,0.182,0.000,0.000,0.000,0.000
ENSP00000490530,2.000,0.193,0.000,0.000,0.193,0.000,0.000,0.000,0.000
ENSP00000490579,4.000,0.153,102.709,0.000,0.151,0.000,0.000,0.000,0.000
ENSP00000490587,2.000,0.143,0.000,0.000,0.141,0.000,0.000,0.000,0.000
ENSP00000490614,2.000,0.143,0.000,0.000,0.141,0.000,0.000,0.000,0.000
ENSP00000490726,2.000,0.131,0.000,0.000,0.128,0.000,0.000,0.000,0.000
ENSP00000490744,2.000,0.181,0.000,0.000,0.182,0.000,0.000,0.000,0.000
ENSP00000490747,4.000,0.216,268.844,0.000,0.218,0.000,0.000,0.000,0.000
ENSP00000490760,2.000,0.123,0.000,0.000,0.121,0.000,0.000,0.000,0.000
ENSP00000490767,2.000,0.186,0.000,0.000,0.186,0.000,0.000,0.000,0.000
ENSP00000490829,2.000,0.180,0.000,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000490935,8.000,0.233,19826.993,0.000,0.237,0.000,0.000,0.000,0.000
ENSP00000490940,2.000,0.176,0.000,0.000,0.175,0.000,0.000,0.000,0.000
ENSP00000491014,2.000,0.176,0.000,0.000,0.175,0.000,0.000,0.000,0.000
ENSP00000491067,2.000,0.145,0.000,0.000,0.143,0.000,0.000,0.000,0.000
ENSP00000491073,2.000,0.176,0.000,0.000,0.176,0.000,0.000,0.000,0.000
ENSP00000491215,2.000,0.205,0.000,0.003,0.208,0.003,0.003,0.000,0.000
ENSP00000491227,2.000,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000491259,2.000,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000491301,2.000,0.140,0.000,0.000,0.138,0.000,0.000,0.000,0.000
ENSP00000491316,4.000,0.163,25334.000,0.000,0.162,0.000,0.000,0.000,0.000
ENSP00000491341,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000491427,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000491504,4.000,0.181,18366.923,0.000,0.181,0.000,0.000,0.000,0.000
ENSP00000491537,2.000,0.170,0.000,0.000,0.169,0.000,0.000,0.000,0.000
ENSP00000491596,2.000,0.230,0.000,0.006,0.237,0.006,0.006,0.000,0.000
ENSP00000491657,2.000,0.187,0.000,0.000,0.187,0.000,0.000,0.000,0.000
ENSP00000491717,2.000,0.187,0.000,0.000,0.187,0.000,0.000,0.000,0.000
ENSP00000491742,2.000,0.230,0.000,0.006,0.237,0.006,0.006,0.000,0.000
ENSP00000491750,2.000,0.160,0.000,0.000,0.158,0.000,0.000,0.000,0.000
ENSP00000491830,2.000,0.181,0.000,0.000,0.180,0.000,0.000,0.000,0.000
ENSP00000491865,2.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000491969,4.000,0.158,0.000,0.000,0.157,0.000,0.000,0.000,0.000
ENSP00000492001,10.000,0.185,39459.917,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000492019,2.000,0.216,0.000,0.000,0.219,0.000,0.000,0.000,0.000
ENSP00000492024,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000492033,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000492220,2.000,0.168,0.000,0.000,0.167,0.000,0.000,0.000,0.000
ENSP00000492233,2.000,0.169,0.000,0.000,0.168,0.000,0.000,0.000,0.000
ENSP00000492240,2.000,0.169,0.000,0.000,0.168,0.000,0.000,0.000,0.000
ENSP00000492260,2.000,0.176,0.000,0.000,0.175,0.000,0.000,0.000,0.000
ENSP00000492363,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000492384,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000492441,2.000,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ENSP00000492671,2.000,0.179,0.000,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000493074,10.000,0.165,38.361,0.000,0.165,0.000,0.000,0.000,0.000
ENSP00000493101,8.000,0.204,26491.587,0.000,0.205,0.000,0.000,0.000,0.000
ENSP00000493102,2.000,0.214,0.000,0.000,0.215,0.000,0.000,0.000,0.000
ENSP00000493109,4.000,0.166,212.487,0.000,0.164,0.000,0.000,0.000,0.000
ENSP00000493110,2.000,0.213,0.000,0.000,0.214,0.000,0.000,0.000,0.000
ENSP00000493152,4.000,0.213,383.443,0.000,0.215,0.000,0.000,0.000,0.000
ENSP00000493153,6.000,0.165,0.000,0.000,0.164,0.000,0.000,0.000,0.000
ENSP00000493167,6.000,0.165,0.000,0.000,0.164,0.000,0.000,0.000,0.000
ENSP00000493218,2.000,0.176,0.000,0.000,0.175,0.000,0.000,0.000,0.000
ENSP00000493232,4.000,0.216,0.000,0.000,0.217,0.000,0.000,0.000,0.000
ENSP00000493252,12.000,0.203,1517.900,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000493302,2.000,0.162,0.000,0.000,0.161,0.000,0.000,0.000,0.000
ENSP00000493332,2.000,0.173,0.000,0.000,0.171,0.000,0.000,0.000,0.000
ENSP00000493357,2.000,0.202,0.000,0.000,0.206,0.000,0.000,0.000,0.000
ENSP00000493382,2.000,0.184,0.000,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000493467,4.000,0.184,0.000,0.000,0.184,0.000,0.000,0.000,0.000
ENSP00000493536,2.000,0.190,0.000,0.000,0.190,0.000,0.000,0.000,0.000
ENSP00000493555,2.000,0.190,0.000,0.000,0.190,0.000,0.000,0.000,0.000
ENSP00000493594,2.000,0.220,0.000,0.000,0.223,0.000,0.000,0.000,0.000
ENSP00000493607,4.000,0.180,205.571,0.000,0.180,0.000,0.000,0.000,0.000
ENSP00000493623,2.000,0.181,0.000,0.000,0.182,0.000,0.000,0.000,0.000
ENSP00000493664,2.000,0.165,0.000,0.000,0.164,0.000,0.000,0.000,0.000
ENSP00000493688,2.000,0.164,0.000,0.000,0.163,0.000,0.000,0.000,0.000
ENSP00000493691,2.000,0.176,0.000,0.000,0.175,0.000,0.000,0.000,0.000
ENSP00000493712,2.000,0.171,0.000,0.000,0.170,0.000,0.000,0.000,0.000
ENSP00000493716,2.000,0.156,0.000,0.000,0.154,0.000,0.000,0.000,0.000
ENSP00000493728,2.000,0.160,0.000,0.000,0.159,0.000,0.000,0.000,0.000
ENSP00000493768,2.000,0.160,0.000,0.000,0.159,0.000,0.000,0.000,0.000
ENSP00000493780,2.000,0.179,0.000,0.000,0.177,0.000,0.000,0.000,0.000
ENSP00000493805,2.000,0.186,0.000,0.000,0.186,0.000,0.000,0.000,0.000
ENSP00000493823,2.000,0.197,0.000,0.000,0.197,0.000,0.000,0.000,0.000
ENSP00000493900,4.000,0.179,50664.000,0.000,0.179,0.000,0.000,0.000,0.000
ENSP00000493906,6.000,0.206,0.000,0.000,0.206,0.000,0.000,0.000,0.000
ENSP00000493946,6.000,0.206,0.000,0.000,0.206,0.000,0.000,0.000,0.000
